Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track/Year
33,35,42,   John H. Nemechek,OLIPOP Ridge Rush   (Legacy Motor Club),Toyota,262,running,0,4,0,Atlanta #27 2024
34,13,10,   Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,258,crash,0,3,0,Atlanta #27 2024
35,22,19,   Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,254,suspension,0,4,0,Atlanta #27 2024
36,17,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,205,crash,0,1,0,Atlanta #27 2024
37,6,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,55,crash,0,1,0,Atlanta #27 2024
38,10,14,   Chase Briscoe,Mahindra Compact Tractors   (Stewart Haas Racing),Ford,55,crash,0,1,0,Atlanta #27 2024
1,24,17,   Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,92,running,19,40,5,Watkins Glen #28 2024
2,3,16,   Shane Van Gisbergen,WeatherTech   (Matthew Kaulig),Chevrolet,92,running,1,0,0,Watkins Glen #28 2024
3,29,77,   Carson Hocevar,Mattress Warehouse   (Spire Motorsports),Chevrolet,92,running,1,34,0,Watkins Glen #28 2024
4,1,1,   Ross Chastain,Busch Light   (Trackhouse Racing),Chevrolet,92,running,51,43,1,Watkins Glen #28 2024
5,19,71,   Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,92,running,0,32,0,Watkins Glen #28 2024
6,12,14,   Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,92,running,0,43,0,Watkins Glen #28 2024
7,10,34,   Michael McDowell,Benebone   (Bob Jenkins),Ford,92,running,7,30,0,Watkins Glen #28 2024
8,18,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,92,running,2,29,0,Watkins Glen #28 2024
9,21,41,   Ryan Preece,Mohawk Northeast   (Stewart Haas Racing),Ford,92,running,0,30,0,Watkins Glen #28 2024
10,5,2,   Austin Cindric,AutoTrader   (Roger Penske),Ford,92,running,0,33,0,Watkins Glen #28 2024
11,9,10,   Noah Gragson,Bed Bath & Beyond   (Stewart Haas Racing),Ford,92,running,0,26,0,Watkins Glen #28 2024
12,20,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,92,running,0,28,0,Watkins Glen #28 2024
13,8,99,   Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,92,running,0,31,0,Watkins Glen #28 2024
14,17,20,   Christopher Bell,DEWALT Outdoor Solutions   (Joe Gibbs),Toyota,92,running,0,23,0,Watkins Glen #28 2024
15,7,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,92,running,6,30,0,Watkins Glen #28 2024
16,37,38,   Todd Gilliland,Boozy Jerky!   (Bob Jenkins),Ford,92,running,0,21,0,Watkins Glen #28 2024
17,32,23,   Bubba Wallace,Mobil 1   (23XI Racing),Toyota,92,running,0,20,0,Watkins Glen #28 2024
18,4,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,92,running,1,31,0,Watkins Glen #28 2024
19,14,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,92,running,0,23,0,Watkins Glen #28 2024
20,2,19,   Martin Truex Jr,Reser's Fine Foods   (Joe Gibbs),Toyota,92,running,4,27,1,Watkins Glen #28 2024
21,35,42,   John H. Nemechek,Dollar Tree   (Legacy Motor Club),Toyota,92,running,0,16,0,Watkins Glen #28 2024
22,15,54,   Ty Gibbs,CW Sports   (Joe Gibbs),Toyota,92,running,0,22,0,Watkins Glen #28 2024
23,22,11,   Denny Hamlin,FedEx   (Joe Gibbs),Toyota,92,running,0,15,0,Watkins Glen #28 2024
24,33,21,   Harrison Burton,Freightliner   (Wood Brothers),Ford,92,running,0,18,0,Watkins Glen #28 2024
25,31,4,   Josh Berry,Bed Bath & Beyond   (Stewart Haas Racing),Ford,92,running,0,12,0,Watkins Glen #28 2024
26,28,6,   Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,92,running,0,11,0,Watkins Glen #28 2024
